127.0.0.1 - - [07/Mar/2024:10:56:39 +0800] "GET / HTTP/1.1" 200 11437
127.0.0.1 - - [07/Mar/2024:10:56:40 +0800] "GET /tomcat.css HTTP/1.1" 200 5981
127.0.0.1 - - [07/Mar/2024:10:56:43 +0800] "GET /solely/ HTTP/1.1" 200 3992
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/home HTTP/1.1" 200 18047
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/animate.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/owl.carousel.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/icomoon.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/magnific-popup.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/ionicons.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/flexslider.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/owl.theme.default.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/bootstrap-datepicker.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/bootstrap.min.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/fonts/flaticon/font/flaticon.css HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/images/item-4.jpg HTTP/1.1" 200 203741
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/images/item-15.jpg HTTP/1.1" 200 84763
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/images/item-2.jpg HTTP/1.1" 200 96307
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/images/brand-5.jpg HTTP/1.1" 200 25820
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/jquery.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/popper.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/bootstrap.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/jquery.waypoints.min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/jquery.easing.1.3.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/jquery.flexslider-min.js HTTP/1.1" 304 -
127.0.0.1 - - [07/Mar/2024:10:56:47 +0800] "GET /solely/js/owl.carousel.min.js HTTP/1.1" 304 -
